GeneID,Symbol,Synonyms,chromosome,Ensembl,HGNC,MIM,type_of_gene
100271135,RPS6P18,RPS6_8_1191,12,,HGNC:36496,,pseudo
100271136,RPS6P19,RPS6_9_1270,12,ENSG00000241744,HGNC:36136,,pseudo
100271137,RPL13AP9,RPL13A_1_58,1,,HGNC:36341,,pseudo
100271138,RPL23AP17,RPL23A_3_37,1,,HGNC:35904,,pseudo
100271139,RPL36AP9,RPL36A_1_38,1,,HGNC:35872,,pseudo
100271140,RPL36AP10,RPL36A_1_70,1,,HGNC:36175,,pseudo
100271141,RPS15AP6,RPS15A_1_18,1,ENSG00000233072,HGNC:35657,,pseudo
100271142,RPS15AP7,RPS15A_1_57,1,ENSG00000234088,HGNC:35648,,pseudo
100271143,RPS15AP8,RPS15A_2_39,1,ENSG00000235002,HGNC:36887,,pseudo
100271144,RPS27AP6,RPS27A_1_97,1,ENSG00000224800,HGNC:36236,,pseudo
100271145,RPL7P53,RPL7_30_1785,X,ENSG00000237475,HGNC:36831,,pseudo
100271146,RPL7P54,RPL7_31_1789,X,ENSG00000227645,HGNC:36817,,pseudo
100271147,RPL7P55,RPL7_32_1793,X,ENSG00000228301,HGNC:36105,,pseudo
100271148,RPSAP59,RPSA_27_1799,X,ENSG00000233071,HGNC:36957,,pseudo
100271149,RPSAP60,RPSA_28_1820,X,ENSG00000228965,HGNC:36331,,pseudo
100271150,RPL17P19,RPL17_11_483,4,ENSG00000241261,HGNC:36919,,pseudo
100271151,RPL17P21,RPL17_12_561,5,ENSG00000241809,HGNC:36037,,pseudo
100271152,RPL17P23,RPL17_15_751,6,ENSG00000220694,HGNC:35832,,pseudo
100271153,RPL17P24,RPL17_16_771,6,ENSG00000237593,HGNC:36506,,pseudo
100271154,RPL17P29,RPL17_18_874,8,ENSG00000231965,HGNC:36510,,pseudo
100271155,RPL17P30,RPL17_20_898,8,ENSG00000244235,HGNC:35604,,pseudo
100271156,RPL17P31,RPL17_21_910,8,ENSG00000241961,HGNC:37036,,pseudo
100271157,RPL21P30,RPL21_10_219,2,,HGNC:36091,,pseudo
100271158,RPL21P40,RPL21_10_356,3,ENSG00000235670,HGNC:36189,,pseudo
100271159,RPL21P41,RPL21_11_380,3,,HGNC:36765,,pseudo
100271160,RPL21P31,RPL21_12_296,2,ENSG00000227187,HGNC:36306,,pseudo
100271161,RPL21P32,RPL21_13_305,2,ENSG00000224019,HGNC:36978,,pseudo
100271162,RPL21P42,RPL21_13_421,3,ENSG00000240068,HGNC:37017,,pseudo
100271163,RPL21P43,RPL21_15_434,3,ENSG00000231688,HGNC:36008,,pseudo
100271164,RPL21P47,RPL21_16_486,4,ENSG00000241344,HGNC:36711,,pseudo
100271165,RPL21P48,RPL21_17_503,4,ENSG00000242318,HGNC:35891,,pseudo
100271166,RPL21P49,RPL21_18_504,4,ENSG00000241981,HGNC:35769,,pseudo
100271167,RPL21P50,RPL21_18_516,4,ENSG00000228489,HGNC:36433,,pseudo
100271168,RPL21P54,RPL21_19_553,5,ENSG00000241829,HGNC:35552,,pseudo
100271169,RPL21P51,RPL21_20_533,4,ENSG00000240674,HGNC:36081,,pseudo
100271170,RPL21P55,RPL21_20_571,5,ENSG00000239870,HGNC:36434,,pseudo
100271171,RPL21P56,RPL21_21_549,5,ENSG00000241739,HGNC:35525,,pseudo
100271172,RPL21P57,RPL21_21_631,5,ENSG00000241187,HGNC:36644,,pseudo
100271173,RPL21P58,RPL21_22_606,5,ENSG00000213663,HGNC:35755,,pseudo
100271174,RPL21P59,RPL21_22_635,5,ENSG00000253946,HGNC:36922,,pseudo
100271175,RPL21P60,RPL21_23_641,5,ENSG00000240729,HGNC:36044,,pseudo
100271176,RPL21P63,RPL21_24_657,6,ENSG00000217181,HGNC:35526,,pseudo
100271177,RPL21P64,RPL21_25_752,6,ENSG00000220110,HGNC:36259,,pseudo
100271178,RPL21P65,RPL21_26_729,6,ENSG00000216977,HGNC:36017,,pseudo
100271179,RPL21P66,RPL21_26_756,6,ENSG00000225343,HGNC:36476,,pseudo
100271180,RPL21P67,RPL21_27_754,6,ENSG00000219776,HGNC:36139,,pseudo
100271181,RPL21P72,RPL21_28_779,7,ENSG00000224593,HGNC:37043,,pseudo
100271182,RPL21P73,RPL21_28_856,7,,HGNC:36794,,pseudo
100271183,RPL21P77,RPL21_29_883,8,,HGNC:36186,,pseudo
100271184,RPL21P74,RPL21_30_821,7,ENSG00000237551,HGNC:35854,,pseudo
100271185,RPL21P78,RPL21_30_950,8,ENSG00000240237,HGNC:35917,,pseudo
100271186,RPL21P83,RPL21_31_978,9,ENSG00000230188,HGNC:35864,,pseudo
100271187,RPL21P84,RPL21_32_987,9,ENSG00000228781,HGNC:36612,,pseudo
100271188,RPL21P79,RPL21_33_903,8,,HGNC:36931,,pseudo
100271189,RPL21P85,RPL21_33_996,9,ENSG00000231804,HGNC:35694,,pseudo
100271190,RPL21P86,RPL21_34_998,9,ENSG00000213669,HGNC:37032,,pseudo
100271191,RPL26P20,RPL26_10_715,6,ENSG00000219722,HGNC:35933,,pseudo
100271192,RPL30P15,RPL30_7_1765,X,,HGNC:36542,,pseudo
100271193,RPL31P34,RPL31_10_781,7,ENSG00000231359,HGNC:35853,,pseudo
100271194,RPL31P24,RPL31_11_499,4,ENSG00000241853,HGNC:36353,,pseudo
100271196,RPL31P40,RPL31_12_911,8,,HGNC:36134,,pseudo
100271197,RPL31P42,RPL31_13_966,9,ENSG00000237083,HGNC:36930,,pseudo
100271198,RPL31P27,RPL31_15_765,6,ENSG00000216642,HGNC:36275,,pseudo
100271199,RPL31P35,RPL31_16_810,7,ENSG00000232612,HGNC:36932,,pseudo
100271200,RPL31P36,RPL31_19_846,7,ENSG00000224545,HGNC:36676,,pseudo
100271201,RPL31P41,RPL31_20_909,8,ENSG00000239261,HGNC:36720,,pseudo
100271202,RPL37P17,RPL37_7_1015,9,ENSG00000224797,HGNC:36023,,pseudo
100271203,RPL39P23,RPL39_10_809,7,,HGNC:36581,,pseudo
100271204,RPL5P25,RPL5_10_1021,10,ENSG00000225251,HGNC:35493,,pseudo
100271206,RPL5P26,RPL5_13_1059,10,ENSG00000230469,HGNC:36247,,pseudo
100271207,RPL5P32,RPL5_17_1422,15,ENSG00000228992,HGNC:36973,,pseudo
100271208,RPL6P28,RPL6_16_1757,22,ENSG00000293370,HGNC:36065,,pseudo
100271209,RPL7AP28,RPL7A_10_519,4,ENSG00000184139,HGNC:35656,,pseudo
100271210,RPL7AP35,RPL7A_10_727,6,ENSG00000216639,HGNC:36113,,pseudo
100271211,RPL7AP47,RPL7A_13_964,9,ENSG00000234982,HGNC:36833,,pseudo
100271212,RPL7AP48,RPL7A_14_968,9,ENSG00000237088,HGNC:35953,,pseudo
100271213,RPL7AP41,RPL7A_16_795,7,ENSG00000213798,HGNC:36403,,pseudo
100271214,RPL7AP49,RPL7A_16_980,9,ENSG00000184961,HGNC:35507,,pseudo
100271215,RPL7AP42,RPL7A_19_836,7,ENSG00000234358,HGNC:36716,,pseudo
100271216,RPL7P35,RPL7_15_1095,10,ENSG00000233518,HGNC:36153,,pseudo
100271217,RPL7P39,RPL7_16_1250,12,ENSG00000243020,HGNC:36214,,pseudo
100271218,RPL7P36,RPL7_18_1089,10,ENSG00000234109,HGNC:37045,,pseudo
100271220,RPL7P40,RPL7_19_1215,12,ENSG00000242991,HGNC:36031,,pseudo
100271221,RPL7P49,RPL7_20_1575,17,ENSG00000242931,HGNC:36912,,pseudo
100271222,RPL7P41,RPL7_21_1238,12,,HGNC:36297,,pseudo
100271223,RPL7P42,RPL7_22_1255,12,,HGNC:35543,,pseudo
100271224,RPL7P43,RPL7_23_1260,12,ENSG00000241045,HGNC:36441,,pseudo
100271225,RPL7P45,RPL7_25_1334,13,ENSG00000225823,HGNC:35522,,pseudo
100271226,RPL7P51,RPL7_29_1664,19,ENSG00000243469,HGNC:36432,,pseudo
100271227,RPL9P26,RPL9_11_1421,15,ENSG00000242793,HGNC:35633,,pseudo
100271228,RPL9P31,RPL9_12_1606,18,,HGNC:36617,,pseudo
100271229,RPL9P33,RPL9_13_1663,19,ENSG00000244071,HGNC:36273,,pseudo
100271230,RPS17P17,RPS17_8_1818,X,ENSG00000225758,HGNC:35647,,pseudo
100271231,RPS20P18,RPS20_10_738,6,,HGNC:36937,,pseudo
100271232,RPS20P24,RPS20_10_984,9,,HGNC:36283,,pseudo
100271233,RPS20P20,RPS20_11_915,8,ENSG00000241942,HGNC:36674,,pseudo
100271234,RPS20P21,RPS20_12_916,8,,HGNC:35993,,pseudo
100271235,RPS20P25,RPS20_13_989,9,ENSG00000228375,HGNC:35866,,pseudo
100271236,RPS21P5,RPS21_3_1008,9,ENSG00000223918,HGNC:36359,,pseudo
100271237,RPS26P27,RPS26_12_587,5,ENSG00000244630,HGNC:35636,,pseudo
100271238,RPS26P37,RPS26_12_999,9,,HGNC:36875,,pseudo
100271239,RPS26P33,RPS26_14_825,7,,HGNC:36227,,pseudo
100271240,RPS26P36,RPS26_18_953,8,,HGNC:36561,,pseudo
100271241,RPS29P15,RPS29_10_826,7,,HGNC:35876,,pseudo
100271243,RPS2P36,RPS2_13_1085,10,ENSG00000227032,HGNC:36784,,pseudo
100271244,RPS2P39,RPS2_15_1171,11,ENSG00000240698,HGNC:36131,,pseudo
100271245,RPS2P41,RPS2_16_1278,12,,HGNC:36357,,pseudo
100271246,RPS2P43,RPS2_18_1391,14,,HGNC:35652,,pseudo
100271247,RPS2P42,RPS2_19_1214,12,ENSG00000243916,HGNC:36481,,pseudo
100271248,RPS2P44,RPS2_21_1482,16,,HGNC:35811,,pseudo
100271250,RPS2P52,RPS2_23_1615,19,ENSG00000213726,HGNC:36059,,pseudo
100271251,RPS2P49,RPS2_24_1542,17,ENSG00000274308,HGNC:36521,,pseudo
100271252,RPS2P54,RPS2_28_1709,20,ENSG00000215450,HGNC:35835,,pseudo
100271253,RPS3AP24,RPS3A_10_762,6,ENSG00000217684,HGNC:36267,,pseudo
100271254,RPS3AP30,RPS3A_11_871,8,ENSG00000228744,HGNC:35538,,pseudo
100271255,RPS3AP27,RPS3A_12_850,7,,HGNC:35978,,pseudo
100271256,RPS3AP31,RPS3A_12_873,8,ENSG00000244427,HGNC:36860,,pseudo
100271257,RPS3AP28,RPS3A_13_855,7,ENSG00000234995,HGNC:35738,,pseudo
100271258,RPS3AP32,RPS3A_13_917,8,ENSG00000240047,HGNC:36717,,pseudo
100271259,RPS3AP33,RPS3A_14_872,8,,HGNC:35476,,pseudo
100271260,RPS3AP34,RPS3A_15_876,8,ENSG00000242607,HGNC:36293,,pseudo
100271261,RPS3AP35,RPS3A_16_877,8,ENSG00000244289,HGNC:35902,,pseudo
100271262,RPS6P20,RPS6_10_1296,12,,HGNC:36940,,pseudo
100271263,RPS6P21,RPS6_11_1297,12,ENSG00000243499,HGNC:36478,,pseudo
100271267,RPSAP51,RPSA_25_1205,12,ENSG00000244131,HGNC:36224,,pseudo
100271271,RPL11P3,RPL11_2_1077,10,ENSG00000213613,HGNC:36342,,pseudo
100271272,RPL11P4,RPL11_2_1080,10,ENSG00000184111,HGNC:36137,,pseudo
100271273,RPL12P28,RPL12_7_1019,10,,HGNC:36818,,pseudo
100271274,RPL12P29,RPL12_8_1073,10,,HGNC:35791,,pseudo
100271276,RPL13AP11,RPL13A_1_152,1,ENSG00000229657,HGNC:36566,,pseudo
100271277,RPL13AP12,RPL13A_3_312,2,ENSG00000236047,HGNC:35673,,pseudo
100271278,RPL13AP14,RPL13A_3_590,5,ENSG00000242858,HGNC:36360,,pseudo
100271279,RPL13AP15,RPL13A_4_746,6,,HGNC:36883,,pseudo
100271282,RPL14P4,RPL14_2_1267,12,ENSG00000237774,HGNC:35663,,pseudo
100271283,RPL15P14,RPL15_7_1062,10,,HGNC:36487,,pseudo
100271284,RPL17P35,RPL17_9_1049,10,ENSG00000233900,HGNC:35819,,pseudo
100271285,RPL18AP10,RPL18A_4_806,7,ENSG00000213717,HGNC:35885,,pseudo
100271286,RPL18P10,RPL18_6_1311,13,ENSG00000214359,HGNC:35957,,pseudo
100271287,RPL19P17,RPL19_6_1208,12,ENSG00000240424,HGNC:36829,,pseudo
100271288,RPL19P18,RPL19_7_1512,17,ENSG00000241654,HGNC:36121,,pseudo
100271289,RPL22P17,RPL22_7_1091,10,,HGNC:36985,,pseudo
100271290,RPL22P18,RPL22_9_1070,10,ENSG00000230171,HGNC:36232,,pseudo
100271291,RPL23AP22,RPL23A_2_142,1,ENSG00000237213,HGNC:35505,,pseudo
100271292,RPL23AP23,RPL23A_5_178,1,ENSG00000236863,HGNC:36272,,pseudo
100271293,RPL23AP33,RPL23A_7_304,2,ENSG00000237824,HGNC:36946,,pseudo
100271294,RPL23AP34,RPL23A_8_204,2,ENSG00000225991,HGNC:36035,,pseudo
100271295,RPL23AP35,RPL23A_8_306,2,,HGNC:36580,,pseudo
100271296,RPL23AP36,RPL23A_9_314,2,ENSG00000225124,HGNC:35685,,pseudo
100271297,RPL23P11,RPL23_6_1032,10,ENSG00000226407,HGNC:36457,,pseudo
100271298,RPL27AP3,RPL27A_1_302,2,ENSG00000236667,HGNC:35553,,pseudo
100271299,RPL27AP4,RPL27A_2_255,2,ENSG00000233939,HGNC:36262,,pseudo
100271300,RPL27AP5,RPL27A_2_577,5,ENSG00000182383,HGNC:36420,,pseudo
100271301,RPL27AP7,RPL27A_3_699,6,ENSG00000216616,HGNC:36064,,pseudo
100271302,RPL27P12,RPL27_4_1293,12,ENSG00000239215,HGNC:36736,,pseudo
100271303,RPL30P11,RPL30_6_1213,12,,HGNC:36260,,pseudo
100271304,RPL30P12,RPL30_6_1274,12,ENSG00000240631,HGNC:36909,,pseudo
100271305,RPL30P13,RPL30_7_1228,12,ENSG00000229014,HGNC:36280,,pseudo
100271306,RPL32P27,RPL32_7_1234,12,ENSG00000239617,HGNC:36924,,pseudo
100271308,RPL34P20,RPL34_8_1088,10,ENSG00000231508,HGNC:35535,,pseudo
100271309,RPL34P24,RPL34_9_1123,11,ENSG00000240808,HGNC:36823,,pseudo
100271310,RPL35AP8,RPL35A_1_367,3,,HGNC:36976,,pseudo
100271311,RPL35AP9,RPL35A_2_427,3,,HGNC:35643,,pseudo
100271312,RPL35AP6,RPL35A_3_191,1,ENSG00000228879,HGNC:36793,,pseudo
100271313,RPL35AP10,RPL35A_3_429,3,ENSG00000243687,HGNC:35905,,pseudo
100271314,RPL35AP11,RPL35A_4_500,4,,HGNC:35708,,pseudo
100271315,RPL35AP14,RPL35A_4_569,5,ENSG00000240436,HGNC:36783,,pseudo
100271316,RPL35AP12,RPL35A_5_531,4,ENSG00000227283,HGNC:36068,,pseudo
100271317,RPL35AP15,RPL35A_6_605,5,ENSG00000243758,HGNC:36974,,pseudo
100271318,RPL35AP16,RPL35A_6_624,5,,HGNC:35485,,pseudo
100271319,RPL35AP17,RPL35A_7_625,5,ENSG00000239317,HGNC:36384,,pseudo
100271321,RPL35AP18,RPL35A_8_717,6,ENSG00000220311,HGNC:36812,,pseudo
100271322,RPL35AP19,RPL35A_8_947,8,,HGNC:36631,,pseudo
100271323,RPL36AP13,RPL36A_3_200,2,,HGNC:35877,,pseudo
100271324,RPL36AP14,RPL36A_3_214,2,ENSG00000233335,HGNC:36788,,pseudo
100271325,RPL36AP15,RPL36A_4_216,2,,HGNC:36648,,pseudo
100271326,RPL36AP17,RPL36A_4_361,3,ENSG00000226489,HGNC:35750,,pseudo
100271327,RPL36AP16,RPL36A_5_238,2,,HGNC:36416,,pseudo
100271328,RPL36AP18,RPL36A_5_491,4,ENSG00000240426,HGNC:35484,,pseudo
100271329,RPL36AP20,RPL36A_6_630,5,ENSG00000242080,HGNC:36250,,pseudo
100271330,RPL36AP19,RPL36A_7_509,4,,HGNC:36436,,pseudo
100271331,RPL36AP25,RPL36A_7_666,6,,HGNC:35926,,pseudo
100271332,RPL36AP21,RPL36A_8_545,5,ENSG00000240785,HGNC:37041,,pseudo
100271334,RPL36P15,RPL36_6_1283,12,ENSG00000240100,HGNC:36787,,pseudo
100271336,RPL36P17,RPL36_8_1743,22,ENSG00000226573,HGNC:35884,,pseudo
100271337,RPL37AP2,RPL37A_1_476,4,ENSG00000243929,HGNC:36880,,pseudo
100271338,RPL37AP4,RPL37A_2_776,6,ENSG00000217514,HGNC:35586,,pseudo
100271339,RPL37AP6,RPL37A_3_833,7,ENSG00000228341,HGNC:36824,,pseudo
100271340,RPL37P20,RPL37_6_1200,12,ENSG00000239701,HGNC:36562,,pseudo
100271341,RPL37P22,RPL37_7_1538,17,,HGNC:37019,,pseudo
100271342,RPL37P18,RPL37_8_1033,10,ENSG00000229235,HGNC:35919,,pseudo
100271343,UBA52P8,RPL40_3_1481,16,,HGNC:35625,,pseudo
100271344,UBA52P9,RPL40_4_1591,18,ENSG00000244329,HGNC:36169,,pseudo
100271346,RPLP1P10,RPLP1_6_1047,10,ENSG00000226888,HGNC:35509,,pseudo
100271347,RPLP2P4,RPLP2_3_1225,12,ENSG00000244436,HGNC:36837,,pseudo
100271348,RPLP2P5,RPLP2_4_1568,17,,HGNC:35706,,pseudo
100271349,RPS10P18,RPS10_6_1108,10,,HGNC:36239,,pseudo
100271350,RPS10P19,RPS10_7_1142,11,,HGNC:35907,,pseudo
100271351,RPS10P21,RPS10_8_1322,13,ENSG00000232881,HGNC:35906,,pseudo
100271352,RPS12P16,RPS12_7_1034,10,,HGNC:36595,,pseudo
100271353,RPS12P17,RPS12_8_1057,10,ENSG00000233163,HGNC:35705,,pseudo
100271354,RPS12P18,RPS12P19|RPS12_8_1068|RPS12_9_1069,10,ENSG00000232965,HGNC:36421,,pseudo
100271357,RPS15AP21,RPS15A_6_747,6,ENSG00000220447,HGNC:36142,,pseudo
100271358,RPS15AP16,RPS15A_7_402,3,ENSG00000239483,HGNC:36764,,pseudo
100271359,RPS15AP26,RPS15A_7_928,8,ENSG00000241003,HGNC:36773,,pseudo
100271360,RPS15AP18,RPS15A_9_644,5,ENSG00000242979,HGNC:36524,,pseudo
100271361,RPS15P7,RPS15_4_1197,12,ENSG00000213970,HGNC:36623,,pseudo
100271362,RPS16P6,RPS16_3_1149,11,ENSG00000230835,HGNC:36741,,pseudo
100271363,RPS17P15,RPS17_7_1173,11,ENSG00000239354,HGNC:35931,,pseudo
100271364,RPS18P13,RPS18_8_1634,19,ENSG00000243455,HGNC:36901,,pseudo
100271365,RPS21P6,RPS21_3_1599,18,ENSG00000240983,HGNC:36317,,pseudo
100271366,RPS21P7,RPS21_4_1681,20,ENSG00000234573,HGNC:35577,,pseudo
100271367,RPS23P6,RPS23_4_1473,16,,HGNC:36511,,pseudo
100271371,RPS24P18,RPS24_8_1590,18,,HGNC:36745,,pseudo
100271372,RPS25P10,RPS25_3_1755,22,ENSG00000234735,HGNC:36078,,pseudo
100271373,RPS25P9,RPS25_7_1060,10,,HGNC:36936,,pseudo
100271374,RPS27AP5,RPS27A_1_141,1,ENSG00000231767,HGNC:36867,,pseudo
100271375,RPS27AP8,RPS27A_2_437,3,ENSG00000237483,HGNC:36361,,pseudo
100271376,RPS27AP9,RPS27A_3_585,5,ENSG00000242706,HGNC:35630,,pseudo
100271377,RPS27AP10,RPS27A_3_621,5,,HGNC:36570,,pseudo
100271378,RPS27AP14,RPS27A_5_955,9,ENSG00000236594,HGNC:36530,,pseudo
100271379,RPS27AP15,RPS27A_6_985,9,ENSG00000229753,HGNC:35817,,pseudo
100271380,RPS27P18,RPS27_6_1109,10,ENSG00000233135,HGNC:36296,,pseudo
100271381,RPS28P8,RPS28_4_1309,13,ENSG00000226093,HGNC:36938,,pseudo
100271383,RPS29P19,RPS29_4_1178,11,ENSG00000243353,HGNC:36118,,pseudo
100271384,RPS29P22,RPS29_6_1530,17,ENSG00000240873,HGNC:35799,,pseudo
100271385,RPS4XP12,RPS4P12|RPS4X_4_1183,11,ENSG00000244400,HGNC:35951,,pseudo
100271386,RPS4XP20,RPS4P20|RPS4X_9_1648,19,ENSG00000249987,HGNC:36437,,pseudo
100271387,RPL12P43,RPL12_24_1805,X,ENSG00000234524,HGNC:35840,,pseudo
100271388,RPL17P49,RPL17_20_1764,X,,HGNC:37009,,pseudo
100271389,RPL21P81,RPL21_35_1017,9,ENSG00000230064,HGNC:35530,,pseudo
100271390,RPL21P132,RPL21_62_1798,X,,HGNC:35865,,pseudo
100271391,RPL21P133,RPL21_63_1815,X,ENSG00000236509,HGNC:36003,,pseudo
100271392,RPL31P63,RPL31_36_1782,X,ENSG00000236735,HGNC:35666,,pseudo
100271393,RPL32P35,RPL32_11_1810,X,ENSG00000223995,HGNC:36547,,pseudo
100271394,RPL36P18,RPL36_10_1804,X,,HGNC:36856,,pseudo
100271395,RPL37P24,RPL37_11_1779,X,ENSG00000224949,HGNC:36201,,pseudo
100271396,RPL39P24,RPL39_11_1016,9,,HGNC:36431,,pseudo
100271398,RPL7AP44,RPL7A_21_1001,9,ENSG00000231562,HGNC:36645,,pseudo
100271399,RPL7AP71,RPL7A_33_1780,X,ENSG00000234566,HGNC:35754,,pseudo
100271400,RPS26P56,RPS26_23_1811,X,,HGNC:35858,,pseudo
100271401,RPS26P57,RPS26_34_1808,X,ENSG00000236880,HGNC:36537,,pseudo
100271402,RPS29P28,RPS29_22_1795,X,ENSG00000232069,HGNC:36830,,pseudo
100271404,RPL12P26,RPL12_10_1101,10,ENSG00000236171,HGNC:36811,,pseudo
100271405,RPL12P30,RPL12_11_1132,11,,HGNC:35970,,pseudo
100271406,RPL12P31,RPL12_11_1136,11,,HGNC:37025,,pseudo
100271407,RPL12P34,RPL12_14_1319,13,ENSG00000229824,HGNC:36168,,pseudo
100271408,RPL12P36,RPL12_17_1486,16,ENSG00000242423,HGNC:36598,,pseudo
100271410,RPL12P39,RPL12_20_1611,18,ENSG00000237314,HGNC:35976,,pseudo
100271411,RPL17P37,RPL17_12_1285,12,ENSG00000241590,HGNC:36854,,pseudo
100271413,RPL17P40,RPL17_15_1477,16,,HGNC:36672,,pseudo
100271414,RPL17P45,RPL17_16_1598,18,ENSG00000267664,HGNC:35618,,pseudo
100271415,RPL17P47,RPL17_17_1624,19,ENSG00000242615,HGNC:36089,,pseudo
100271416,RPL17P48,RPL17_19_1717,20,ENSG00000235018,HGNC:36997,,pseudo
100271417,RPL17P38,RPL17_22_1275,12,ENSG00000240441,HGNC:36219,,pseudo
100271418,RPL17P42,RPL17_25_1540,17,,HGNC:36749,,pseudo
100271419,RPL17P46,RPL17_27_1601,18,ENSG00000239689,HGNC:36202,,pseudo
100271420,RPL18AP14,RPL18A_9_1800,X,ENSG00000223733,HGNC:36624,,pseudo
100271421,RPL21P88,RPL21_36_1036,10,ENSG00000238263,HGNC:35714,,pseudo
100271422,RPL21P89,RPL21_37_1041,10,ENSG00000229870,HGNC:36474,,pseudo
100271423,RPL21P90,RPL21_37_1084,10,ENSG00000227805,HGNC:35548,,pseudo
100271424,RPL21P91,RPL21_39_1094,10,ENSG00000224907,HGNC:36450,,pseudo
100271425,RPL21P94,RPL21_39_1117,11,ENSG00000241678,HGNC:35568,,pseudo
100271427,RPL21P95,RPL21_40_1159,11,ENSG00000241782,HGNC:36097,,pseudo
100271428,RPL21P96,RPL21_41_1169,11,ENSG00000239861,HGNC:36790,,pseudo
100271429,RPL21P99,RPL21_41_1222,12,ENSG00000242986,HGNC:36628,,pseudo
100271430,RPL21P100,RPL21_42_1206,12,ENSG00000242405,HGNC:36048,,pseudo
100271431,RPL21P101,RPL21_42_1230,12,ENSG00000241251,HGNC:35733,,pseudo
100271432,RPL21P102,RPL21_43_1219,12,ENSG00000244662,HGNC:36295,,pseudo
100271433,RPL21P103,RPL21_44_1241,12,ENSG00000241423,HGNC:36732,,pseudo
100271434,RPL21P108,RPL21_44_1324,13,,HGNC:35496,,pseudo
100271435,RPL21P104,RPL21_45_1243,12,ENSG00000242922,HGNC:36918,,pseudo
100271437,RPL21P109,RPL21_49_1320,13,ENSG00000237816,HGNC:36388,,pseudo
100271438,RPL21P110,RPL21_50_1323,13,ENSG00000226617,HGNC:35627,,pseudo
100271439,RPL21P111,RPL21_51_1327,13,ENSG00000237109,HGNC:36564,,pseudo
100271440,RPL21P113,RPL21_51_1437,15,,HGNC:36563,,pseudo
100271441,RPL21P114,RPL21_52_1438,15,ENSG00000243780,HGNC:36776,,pseudo
100271443,RPL21P115,RPL21_54_1451,15,,HGNC:35878,,pseudo
100271444,RPL21P116,RPL21_55_1456,15,ENSG00000243711,HGNC:36101,,pseudo
100271445,RPL21P121,RPL21_56_1523,17,,HGNC:36429,,pseudo
100271446,RPL21P118,RPL21_57_1497,16,,HGNC:35954,,pseudo
100271447,RPL21P122,RPL21_58_1515,17,ENSG00000241185,HGNC:36990,,pseudo
100271448,RPL21P123,RPL21_59_1535,17,ENSG00000240531,HGNC:35691,,pseudo
100271449,RPL21P126,RPL21_59_1605,18,ENSG00000242320,HGNC:35959,,pseudo
100271450,RPL21P124,RPL21_60_1556,17,ENSG00000186244,HGNC:36060,,pseudo
100271451,RPL21P129,RPL21_60_1619,19,ENSG00000242636,HGNC:36747,,pseudo
100271452,RPL21P127,RPL21_61_1581,18,ENSG00000243720,HGNC:36099,,pseudo
100271453,RPL21P130,RPL21_63_1633,19,ENSG00000243771,HGNC:36453,,pseudo
100271455,RPL22P21,RPL22_11_1520,17,,HGNC:35547,,pseudo
100271456,RPL23AP27,RPL23A_10_252,2,ENSG00000225669,HGNC:36497,,pseudo
100271457,RPL23AP28,RPL23A_10_329,2,ENSG00000226331,HGNC:36727,,pseudo
100271458,RPL23AP29,RPL23A_11_287,2,ENSG00000214024,HGNC:36355,,pseudo
100271459,RPL23AP30,RPL23A_12_308,2,,HGNC:35617,,pseudo
100271460,RPL23AP31,RPL23A_13_326,2,ENSG00000232625,HGNC:35777,,pseudo
100271461,RPL23AP39,RPL23A_15_341,3,ENSG00000214074,HGNC:36470,,pseudo
100271462,RPL23AP40,RPL23A_17_408,3,ENSG00000242321,HGNC:35587,,pseudo
100271464,RPL23AP51,RPL23A_18_782,7,ENSG00000234718,HGNC:36040,,pseudo
100271465,RPL23AP52,RPL23A_19_784,7,ENSG00000230370,HGNC:36723,,pseudo
100271466,RPL23AP54,RPL23A_22_870,8,ENSG00000240486,HGNC:36689,,pseudo
100271467,RPL23AP55,RPL23A_23_884,8,ENSG00000243265,HGNC:35997,,pseudo
100271469,RPL26P31,RPL26_11_1166,11,ENSG00000242807,HGNC:36907,,pseudo
100271470,RPL26P34,RPL26_13_1302,13,ENSG00000225404,HGNC:36249,,pseudo
100271471,RPL26P27,RPL26_15_1055,10,ENSG00000226493,HGNC:36735,,pseudo
100271472,RPL29P22,RPL29_12_1148,11,,HGNC:35675,,pseudo
100271474,RPL29P29,RPL29_18_1328,13,ENSG00000225289,HGNC:36577,,pseudo
100271475,RPL31P51,RPL31_17_1239,12,ENSG00000213470,HGNC:35600,,pseudo
100271476,RPL31P52,RPL31_18_1289,12,ENSG00000219355,HGNC:36607,,pseudo
100271477,RPL31P53,RPL31_19_1315,13,ENSG00000225352,HGNC:35749,,pseudo
100271478,RPL31P56,RPL31_20_1484,16,ENSG00000240760,HGNC:36336,,pseudo
100271479,RPL31P46,RPL31_23_1157,11,ENSG00000241170,HGNC:35559,,pseudo
100271480,RPL31P59,RPL31_23_1580,18,ENSG00000240364,HGNC:36975,,pseudo
100271481,RPL31P47,RPL31_24_1186,11,,HGNC:36124,,pseudo
100271482,RPL31P62,RPL31_26_1736,22,ENSG00000235328,HGNC:36569,,pseudo
100271483,RPL31P54,RPL31_27_1326,13,ENSG00000229865,HGNC:36077,,pseudo
100271485,RPL31P58,RPL31_32_1533,17,ENSG00000243053,HGNC:35862,,pseudo
